106;852;60;754;57;143;54;355;50;998
107;317;60;31;56;678;54;82;50;554
107;317;60;754;56;214;53;891;49;667
107;317;60;754;56;678;53;891;49;667
107;317;60;31;57;143;54;355;49;667
107;317;60;754;57;143;54;355;49;224
107;317;60;754;56;214;53;891;49;224
107;317;60;31;56;678;54;355;49;667
107;782;61;197;57;607;54;355;49;224
107;782;60;754;57;607;54;355;49;224
107;782;60;31;57;143;52;962;49;667
107;782;60;754;56;678;53;891;48;78
107;782;61;197;56;678;53;426;49;224
107;782;61;641;56;214;52;962;49;224
107;782;61;197;56;214;52;962;49;224
107;782;61;197;56;678;53;426;49;224
107;782;61;197;56;214;53;426;48;337
108;246;61;641;56;214;53;426;48;78
108;246;61;197;56;214;53;426;48;337
108;246;60;754;56;214;52;497;48;337
108;246;61;197;56;214;52;497;47;894
108;246;61;197;56;214;53;426;47;894
108;246;62;84;55;285;52;962;47;45
108;711;62;84;56;214;52;962;47;7
108;711;61;197;56;214;53;891;47;45
108;711;61;641;56;678;52;962;47;894
108;711;62;84;55;749;52;962;47;45
108;711;61;641;55;749;52;33;46;563
108;711;61;641;55;749;52;497;46;563
108;711;61;641;55;749;53;891;47;45
108;711;61;641;55;749;53;426;46;563
108;711;62;84;55;285;52;962;47;7
108;711;62;84;55;749;53;426;47;7
108;711;62;528;54;82;53;426;46;12
108;711;62;971;55;749;52;962;46;12
108;711;62;528;55;749;52;962;45;676
108;711;62;971;55;749;52;497;45;233
109;175;62;971;54;82;52;33;45;676
109;175;62;528;55;285;52;497;45;676
109;175;62;528;54;82;52;497;45;676
109;175;62;971;55;285;52;497;46;12
109;175;62;971;56;214;52;33;45;233
109;175;62;971;55;749;52;33;45;233
109;175;63;415;54;82;52;33;44;789
109;175;63;858;55;285;51;568;45;233
109;175;64;302;55;285;52;497;45;676
109;175;63;858;54;82;52;497;45;233
109;175;63;858;55;285;52;497;45;233
109;175;64;745;54;82;52;962;44;789
109;175;64;745;55;285;52;33;45;233
109;175;64;302;55;285;51;568;45;233
109;175;64;745;55;285;51;568;45;233
109;175;65;188;54;82;52;497;45;233
109;64;65;188;55;749;52;33;45;233
109;64;66;75;55;749;52;497;44;789
109;64;65;632;54;82;52;497;44;789
109;64;65;632;54;82;52;33;44;346
109;64;65;632;54;82;51;103;44;789
109;64;65;632;55;749;52;33;44;789
109;64;65;632;55;285;52;33;44;346
109;64;66;519;55;285;51;568;44;346
109;64;66;519;56;214;51;103;44;346
109;64;66;962;54;82;52;33;44;346
109;64;66;962;54;82;52;33;44;346
109;64;67;406;55;285;52;33;44;346
109;64;67;849;55;285;52;497;44;346
109;64;67;849;55;285;52;33;44;789
109;64;67;406;55;749;51;568;44;346
109;64;67;406;55;749;51;568;44;346
109;64;68;293;55;749;52;33;43;902
109;64;68;293;55;749;50;639;43;459
109;64;68;293;55;749;51;568;43;902
109;64;68;736;56;214;52;33;43;902
109;64;68;736;56;214;51;568;43;902
109;64;69;623;55;749;50;639;43;902
109;64;69;623;55;749;50;639;44;346
109;64;69;623;56;214;51;103;44;346
110;105;70;67;55;749;51;568;43;902
109;64;70;67;56;214;52;33;43;459
109;64;70;67;56;678;51;568;43;459
109;64;70;67;55;749;51;568;43;459
109;64;70;51;56;214;51;568;43;16
109;64;70;953;55;749;51;568;43;16
109;64;70;953;55;749;51;568;43;459
109;64;71;84;55;749;51;568;43;459
109;64;72;284;56;214;51;568;43;459
109;64;71;84;56;214;52;497;43;16
109;64;71;84;55;749;52;33;43;16
110;105;72;284;55;749;51;103;43;16
109;64;72;727;55;749;51;103;43;16
109;64;72;284;55;749;51;568;43;16
109;64;72;727;56;214;52;33;43;459
109;64;73;171;56;214;51;568;43;459
110;105;73;171;56;678;51;103;42;572
110;105;73;614;56;214;51;568;42;572
110;105;73;614;56;678;51;103;43;459
110;105;74;58;56;214;51;103;43;16
110;105;74;58;56;678;51;568;43;16
110;105;74;501;56;678;51;568;43;16
110;105;74;501;56;214;51;568;42;572
110;105;74;945;56;678;51;568;42;572
110;105;75;388;56;214;51;568;42;572
110;105;75;388;56;678;51;568;42;572
110;105;75;831;57;143;51;103;42;572
110;105;75;388;57;607;51;568;42;572
110;105;75;831;57;143;51;568;42;572
110;105;75;831;57;143;52;33;42;129
110;105;76;275;57;143;51;568;42;572
110;105;76;718;57;143;51;568;42;572
110;105;76;718;57;607;51;103;42;572
110;105;76;718;57;143;51;568;42;129
110;105;77;162;57;143;52;33;42;572
110;105;77;162;57;607;52;33;42;572
110;105;77;162;57;607;51;568;42;129
110;105;77;605;57;143;52;33;42;129
110;105;78;49;57;607;51;103;42;129
110;105;78;492;57;143;52;33;42;129
110;105;78;492;57;143;52;33;42;129
110;105;78;492;57;143;52;33;42;129
110;105;78;492;58;72;51;568;42;572
110;105;78;936;57;143;52;33;42;572
110;105;79;379;58;72;52;497;42;129
110;105;79;379;58;72;52;33;42;129
110;105;79;379;57;607;51;568;41;685
110;105;79;823;58;72;52;33;42;129
110;105;80;266;58;72;52;33;41;685
110;105;80;266;58;537;51;568;42;129
110;105;80;71;58;537;51;103;41;685
110;105;80;71;58;72;51;568;41;685
110;105;80;71;58;537;51;568;41;685
110;105;81;153;58;72;52;33;41;685
109;64;81;596;58;537;51;568;41;685
110;105;81;596;59;1;51;568;41;242
110;105;81;596;58;537;51;568;41;685
109;64;82;4;59;1;52;497;41;685
110;105;82;4;58;537;52;33;41;685
110;105;82;4;58;537;52;497;41;242
110;105;82;483;58;537;52;33;41;242
109;64;82;927;59;1;51;568;42;129
110;105;82;927;58;537;51;103;42;129
110;105;82;927;58;537;51;103;41;685
109;64;82;927;59;466;52;33;42;129
110;105;83;37;59;1;52;497;41;685
109;64;83;814;59;466;52;33;41;685
110;105;83;814;59;466;52;497;41;685
110;105;84;257;59;466;52;497;42;129
109;64;84;257;59;1;52;497;41;242
109;64;84;257;59;1;52;497;41;242
110;105;84;701;59;1;52;497;42;129
110;105;84;701;59;466;52;33;41;685
110;105;85;144;60;395;51;568;41;685
109;64;85;144;59;93;52;33;41;685
109;64;85;588;59;93;52;497;41;685
109;64;86;31;60;395;52;497;42;129
109;64;86;31;59;93;52;497;41;242
109;64;86;31;59;466;52;497;41;685
109;64;86;31;59;93;52;497;41;685
109;64;86;475;60;395;52;497;41;685
109;64;86;475;60;395;52;497;41;685
109;64;86;475;60;395;52;962;41;242
109;64;86;918;60;395;52;962;41;242
109;64;86;918;60;395;52;497;41;242
109;64;86;918;60;395;52;33;41;242
110;105;87;361;60;859;52;33;42;129
109;64;87;805;60;395;52;33;41;242
109;64;87;805;60;395;52;33;41;242
109;64;88;248;60;859;52;497;41;242
109;64;88;248;61;324;52;962;41;242
109;64;88;248;60;859;52;962;41;242
109;64;88;248;61;789;52;962;41;242
109;64;88;692;61;789;52;497;41;242
110;105;88;692;60;859;52;497;41;242
109;64;88;692;61;324;52;962;41;242
109;64;89;135;61;789;52;962;40;798
109;64;89;135;61;324;52;497;40;798
109;64;89;135;61;324;52;962;40;798
109;64;89;135;61;789;52;962;41;242
109;64;89;579;61;789;52;497;40;798
109;64;89;579;61;789;52;962;41;242
109;64;90;22;61;789;52;497;40;798
109;64;90;22;61;789;52;497;40;798
109;64;90;22;62;253;52;962;41;242
109;64;90;466;61;789;53;426;40;798
109;64;90;466;62;253;53;891;41;242
109;64;90;466;61;789;53;891;40;355
109;64;90;909;62;253;53;426;40;355
109;64;90;909;62;253;52;497;40;355
109;64;90;909;62;253;52;962;40;355
109;64;90;909;62;718;53;426;41;242
109;64;91;353;63;182;52;962;40;355
109;64;91;353;62;718;52;962;40;355
109;64;91;353;62;718;52;962;40;355
109;64;91;353;63;182;52;962;40;355
109;64;91;796;63;647;52;962;40;355
109;64;91;796;63;182;53;426;40;355
109;64;91;796;63;182;53;426;40;355
109;64;92;239;63;182;53;891;39;911
109;64;92;239;63;182;53;426;40;798
109;64;92;239;63;182;53;891;40;798
109;64;92;683;63;182;53;426;40;798
109;64;92;683;63;182;53;426;40;798
109;64;92;683;64;111;53;891;41;242
109;64;92;683;64;111;54;355;40;798
109;64;92;683;64;111;53;426;40;798
109;64;93;126;63;647;53;891;40;355
109;64;93;126;63;647;54;82;40;355
109;64;93;126;63;647;54;355;40;798
109;64;93;126;64;111;53;891;40;355
109;64;93;57;63;647;53;891;40;355
109;64;93;57;63;647;53;891;40;798
109;64;93;57;64;111;53;891;40;355
109;64;93;57;64;576;53;891;40;355
109;64;94;13;64;576;53;891;40;355
109;64;94;13;64;111;54;355;40;355
109;64;94;13;64;111;54;355;40;798
109;64;94;13;64;576;54;355;40;355
109;64;94;13;65;41;54;355;40;355
109;64;94;457;65;505;53;891;40;355
109;64;94;457;65;505;54;82;40;355
109;64;94;457;65;41;53;891;40;798
109;64;94;457;65;41;54;82;40;798
109;64;94;9;65;41;54;82;40;355
109;64;94;9;65;41;54;355;40;798
109;64;94;9;65;97;53;891;40;798
109;64;94;9;65;97;53;426;40;355
109;64;94;9;65;97;53;891;40;355
109;64;94;9;65;505;54;355;40;355
109;64;95;344;65;97;54;82;40;355
109;64;95;344;65;97;54;355;39;911
109;64;95;344;66;434;54;355;39;468
109;64;95;344;65;97;54;355;39;911
109;175;95;344;65;97;55;285;40;355
109;64;95;344;66;434;55;285;39;911
109;64;95;344;66;434;54;355;40;798
109;64;95;344;66;434;54;82;40;355
109;64;95;787;66;434;54;82;40;355
109;64;95;787;66;434;55;285;40;355
109;64;95;787;65;97;54;82;40;798
109;64;95;787;66;899;54;82;41;242
109;64;95;787;66;434;54;82;40;355
109;64;96;231;66;899;55;285;40;355
109;64;96;231;66;899;54;82;40;355
109;64;96;231;67;364;54;82;40;355
109;64;96;231;67;364;54;82;40;355
109;175;96;231;67;364;55;285;40;355
109;175;96;231;67;364;55;285;40;355
109;64;96;231;67;364;54;82;39;911
109;64;96;674;67;364;55;285;39;911
109;64;96;674;67;364;55;285;39;911
109;64;96;674;67;364;55;749;40;355
109;64;96;674;67;828;55;749;40;355
109;175;96;674;68;293;55;749;40;355
109;175;96;674;68;293;56;214;40;798
109;175;96;674;68;293;55;749;40;798
109;175;97;118;67;828;55;749;40;798
109;175;97;118;68;293;55;749;40;355
109;175;97;118;68;293;56;214;40;798
109;64;97;118;68;293;56;214;40;355
109;175;97;118;68;293;56;214;40;355
109;175;97;118;68;293;56;214;40;355
109;175;97;118;68;293;55;749;40;355
109;175;97;118;69;222;56;214;40;355
109;175;97;118;68;757;56;214;40;355
109;175;97;561;68;757;56;214;40;355
109;175;97;561;69;222;55;749;40;355
109;175;97;561;69;222;56;678;40;355
109;175;97;561;69;222;56;214;40;355
109;175;97;561;69;222;56;214;40;355
109;175;97;561;69;222;56;214;40;355
109;175;97;561;69;222;56;214;40;355
109;175;97;561;69;222;56;678;39;911
109;175;97;561;69;222;56;214;39;911
109;175;97;561;69;222;56;214;39;911
109;175;98;4;69;222;56;678;40;355
109;175;98;4;69;686;56;214;40;355
109;175;98;4;70;151;56;214;39;911
109;175;98;4;70;151;56;678;39;911
109;175;98;4;70;151;56;678;39;911
109;175;98;4;70;151;56;678;40;355
109;175;98;4;70;151;56;678;39;911
109;175;98;448;70;151;57;143;39;911
109;175;98;4;70;151;57;607;39;911
109;175;98;4;70;151;57;607;39;911
109;175;98;448;70;616;57;607;40;355
109;175;98;448;70;616;57;143;40;355
109;175;98;448;71;8;57;143;40;355
109;175;98;448;71;8;56;678;40;355
109;175;98;448;71;545;57;143;40;355
109;175;98;448;71;8;57;143;39;911
109;175;98;448;71;8;56;678;39;911
109;175;98;448;70;616;57;143;39;911
109;175;98;891;71;8;57;607;39;911
109;175;98;891;71;545;57;143;39;911
109;175;98;448;72;9;57;607;39;468
109;175;98;891;72;9;57;143;39;911
109;175;98;891;71;545;57;607;39;468
109;175;98;891;72;474;57;607;39;911
109;175;98;891;71;545;58;72;39;911
109;175;98;891;72;9;57;607;39;468
109;175;98;891;72;474;58;72;39;468
109;175;98;891;72;9;58;72;39;911
109;175;98;891;72;938;57;607;39;911
109;175;98;891;72;474;57;607;39;911
109;175;98;891;72;9;58;72;40;355
109;175;98;891;72;474;58;72;39;911
109;175;98;891;72;938;58;72;39;911
109;175;99;335;72;938;58;72;39;911
109;175;99;335;72;938;58;72;39;911
109;175;99;335;72;938;58;72;39;911
109;175;99;335;72;938;57;143;39;468
109;175;99;335;72;938;58;72;39;911
109;175;99;335;72;938;58;537;39;911
109;175;99;335;73;403;58;72;39;911
109;175;99;335;73;403;58;72;39;911
109;175;99;335;73;403;58;537;39;468
108;711;99;335;73;403;58;537;39;468
108;711;99;335;73;868;59;1;39;911
109;175;99;335;73;868;58;537;40;355
108;711;99;335;74;332;59;1;39;911
108;711;99;335;73;868;59;1;40;355
109;175;99;335;74;332;59;1;39;911
108;711;99;335;74;332;59;1;39;468
108;711;99;778;74;332;59;1;39;911
108;711;99;778;74;332;59;1;39;468
108;711;99;778;74;332;59;466;39;468
108;711;99;778;74;332;59;1;39;468
108;711;99;778;75;261;58;537;40;355
108;711;99;778;75;261;59;1;39;911
108;711;99;778;75;726;59;1;39;468
108;711;99;778;75;726;59;466;39;468
109;175;99;778;75;726;59;1;39;911
109;175;99;778;75;726;58;537;39;911
108;711;99;778;75;726;59;93;39;911
108;711;99;778;75;726;59;1;39;911
108;711;99;778;75;726;59;466;39;911
108;711;99;778;75;726;59;466;39;911
108;711;99;778;76;19;59;466;39;468
108;711;99;778;76;19;59;93;39;911
108;711;100;222;76;19;59;466;39;911
108;711;100;222;76;19;59;93;39;911
108;711;100;222;76;19;59;466;39;911
108;711;100;222;77;12;59;466;40;355
108;711;100;222;76;655;59;466;39;911
108;711;100;222;76;655;59;93;39;911
108;711;100;222;76;19;59;93;39;911
108;711;100;222;76;655;59;93;39;911
108;711;100;222;76;655;59;93;39;468
108;711;100;222;76;655;60;859;39;911
108;711;100;222;77;12;59;93;39;911
108;711;100;222;77;12;59;93;40;355
108;711;100;222;77;584;59;93;39;911
108;711;100;222;77;584;59;93;39;911
108;711;100;665;77;584;60;395;39;911
108;711;100;222;77;584;59;93;39;911
108;711;100;222;78;49;60;395;40;355
108;711;100;222;77;584;60;395;39;24
108;711;100;222;77;584;60;395;39;911
108;711;100;665;78;49;60;859;39;911
108;711;100;222;78;49;60;395;39;911
108;711;100;222;78;49;60;395;39;911
108;711;100;665;77;584;60;859;39;468
108;711;100;665;78;49;60;859;39;468
108;711;100;665;78;49;60;395;39;911
108;711;100;665;78;978;60;395;39;911
108;711;100;665;78;49;60;859;39;911
108;711;100;665;78;513;61;324;39;468
108;711;100;665;78;513;61;324;39;911
108;711;100;665;78;978;61;789;39;911
108;711;100;665;78;978;61;324;39;468
108;711;100;665;78;978;61;324;39;911
108;711;100;665;78;978;60;859;39;468
108;246;100;665;78;978;61;324;39;911
108;246;100;665;79;443;61;324;39;468
108;246;100;665;78;978;61;789;39;911
108;246;100;665;78;978;61;789;39;911
108;246;100;665;79;443;61;789;39;911
108;711;100;665;79;907;61;789;39;911
108;711;100;665;79;907;62;253;39;911
108;711;101;109;79;907;62;253;39;911
108;711;101;109;79;907;61;789;39;911
108;711;100;665;79;907;61;789;39;911
108;246;100;665;79;907;61;789;39;911
108;246;100;665;79;907;61;789;39;911
108;246;100;665;79;907;62;253;39;468
108;711;100;665;80;372;61;324;39;911
108;246;101;109;80;372;61;789;39;468
108;711;101;109;80;372;62;253;39;911
108;246;101;109;80;372;62;253;39;468
108;246;101;109;80;836;61;789;39;911
108;711;101;109;81;301;61;789;39;468
108;246;101;109;81;301;62;718;39;468
108;246;101;109;81;301;63;182;39;468
108;711;101;109;80;836;62;718;39;468
108;246;101;109;81;301;63;182;39;911
108;246;101;109;81;301;63;182;39;911
108;246;101;109;81;301;63;182;40;355
108;246;101;109;81;765;62;718;39;468
108;246;101;109;81;765;62;718;39;468
108;246;101;109;81;765;62;253;39;911
108;246;101;109;81;765;62;718;39;911
108;246;101;109;81;765;63;182;39;468
108;246;101;109;81;301;63;647;39;911
108;246;101;109;82;23;63;182;39;911
108;246;101;109;81;765;63;182;39;911
108;246;101;109;82;695;63;647;39;468
108;246;101;109;82;23;63;647;39;911
108;246;101;109;82;23;63;182;39;468
108;246;101;109;82;695;63;182;39;911
108;246;101;109;82;23;63;182;39;911
108;246;101;109;82;695;63;647;39;911
108;246;101;109;83;159;64;111;39;468
108;246;101;109;82;695;63;647;39;468
108;246;101;109;82;695;63;182;39;468
108;246;101;109;82;695;63;647;39;468
108;246;101;109;82;695;63;182;39;24
108;246;101;109;82;695;63;647;39;468
108;246;101;109;82;695;64;111;39;468
108;246;101;109;83;159;64;111;39;468
108;246;101;109;83;159;64;111;39;911
108;246;101;109;83;624;63;647;39;468
108;246;101;109;83;624;64;576;39;911
108;246;101;109;83;159;64;576;39;468
108;246;101;109;83;624;64;111;39;468
108;246;101;109;83;624;64;111;39;468
108;246;101;109;83;624;64;111;39;468
108;246;101;552;83;624;65;41;39;24
108;246;101;109;83;624;65;41;39;468
108;246;101;109;83;624;64;576;39;911
108;246;101;552;84;553;64;576;39;911
108;246;101;552;84;553;64;576;39;911
108;246;101;552;84;88;64;576;39;468
108;246;101;552;84;553;65;41;39;468
108;246;101;552;84;553;65;41;39;468
108;246;101;552;84;553;65;41;39;468
108;246;101;552;84;553;65;505;39;911
108;246;101;552;84;553;65;505;39;468
108;246;101;552;84;553;65;41;39;911
108;246;101;552;84;553;64;576;39;911
108;246;101;552;85;17;65;41;39;911
108;246;101;552;85;17;65;41;39;24
108;246;101;552;85;17;65;41;39;468
108;246;101;552;84;553;65;41;39;468
107;782;101;552;85;17;65;505;39;24
107;782;101;552;85;482;65;505;39;24
107;782;101;552;85;482;65;505;39;911
107;782;101;552;85;482;65;97;39;911
107;782;101;552;85;482;65;97;39;468
108;246;101;552;85;947;65;505;39;24
108;246;101;552;85;482;65;97;39;468
108;246;101;552;85;482;65;97;39;24
107;782;101;552;85;482;66;434;39;24
107;782;101;552;85;947;65;97;39;24
107;782;101;552;85;947;66;434;39;468
107;782;101;552;85;947;65;97;39;468
108;246;101;552;86;411;66;434;39;468
108;246;101;552;86;411;66;434;39;468
108;246;101;552;86;411;66;434;39;468
108;246;101;552;86;411;66;899;39;468
108;246;101;552;86;411;66;899;39;468
107;782;101;552;86;411;66;434;39;911
107;782;101;552;86;411;66;899;39;911
107;782;101;552;86;411;66;434;39;468
107;782;101;552;86;876;66;899;39;468
107;782;101;552;86;876;66;899;39;468
107;782;101;552;86;411;66;899;39;911
107;782;101;552;86;876;66;899;39;911
107;782;101;996;87;34;67;364;39;468
107;782;101;552;87;34;67;364;39;911
107;782;101;996;87;34;66;899;39;468
107;782;101;996;87;34;66;899;39;911
107;782;101;552;87;34;66;899;39;911
107;782;101;552;87;34;67;364;39;911
107;782;101;552;87;34;67;364;39;911
107;782;101;552;87;34;66;899;39;911
107;782;101;552;87;805;67;364;39;911
107;782;101;996;87;805;67;364;39;911
107;782;101;552;87;805;67;364;39;468
107;782;101;552;87;805;67;364;39;468
107;782;101;552;88;269;67;828;39;911
107;782;101;996;88;269;67;364;39;911
107;782;101;552;88;269;68;293;40;355
107;782;101;552;88;269;67;828;39;468
107;782;101;996;88;269;68;293;39;24
107;782;101;996;88;269;67;828;39;468
107;782;101;996;88;269;67;828;39;911
107;782;101;552;88;734;68;293;39;911
107;782;101;996;88;734;68;757;39;911
107;782;101;996;88;734;67;828;39;911
107;782;101;996;88;734;67;828;39;911
107;782;101;552;88;734;68;293;39;468
107;782;101;996;88;734;68;757;39;911
107;782;101;996;88;734;68;293;40;355
107;782;101;996;88;734;68;757;40;355
107;317;101;996;88;734;68;757;39;911
107;782;101;996;89;199;68;757;39;468
107;782;101;552;89;199;68;757;40;355
107;782;101;552;89;663;68;757;39;911
107;782;101;552;89;663;69;222;39;911
107;782;101;996;89;199;69;222;40;355
107;782;101;996;89;663;69;686;39;911
107;782;101;552;89;663;69;686;39;911
107;782;101;996;89;663;69;686;39;468
107;782;101;996;89;663;69;222;39;468
107;782;101;996;89;663;69;222;39;911
107;782;101;552;89;663;69;686;39;911
107;782;101;996;90;128;69;222;39;468
107;782;101;996;90;128;69;686;39;911
107;317;101;996;90;128;69;686;40;355
107;317;101;996;90;128;69;686;39;911
107;317;101;996;90;128;69;686;39;911
107;317;101;996;90;128;69;686;39;911
107;782;101;996;90;128;69;686;39;911
107;317;101;996;90;128;70;151;40;355
107;782;101;996;90;592;69;686;39;911
107;317;101;996;90;592;70;151;40;355
107;317;101;996;90;592;70;151;39;911
107;317;101;996;90;592;69;686;40;355
107;317;101;996;90;592;70;151;40;355
107;317;101;996;90;592;70;151;40;355
107;317;101;996;90;592;70;616;39;911
107;317;101;996;90;592;70;616;39;911
107;317;101;996;91;57;70;151;39;911
107;317;101;996;90;592;70;151;40;355
107;317;101;996;90;592;70;616;40;355
107;317;101;996;91;57;71;8;40;355
107;317;101;996;91;57;71;8;39;911
107;782;101;996;91;57;70;616;40;355
107;317;101;552;91;521;70;151;40;355
107;317;101;996;91;521;70;616;40;355
107;317;101;996;91;57;71;8;40;355
107;317;101;996;91;57;71;8;39;911
107;317;101;552;91;57;71;8;40;355
107;317;101;552;91;521;71;8;40;355
107;317;101;996;91;521;71;8;40;355
107;782;101;996;91;521;71;545;40;355
107;317;101;996;91;521;71;8;40;355
107;317;101;996;91;521;71;8;40;355
107;317;101;552;91;521;71;545;40;798
107;317;101;996;91;521;71;545;40;355
107;317;101;996;91;986;71;545;40;355
107;317;101;996;91;986;72;9;39;911
107;317;101;996;91;986;71;545;40;355
107;317;101;996;91;986;71;545;39;911
107;317;101;996;91;986;72;9;39;911
107;317;101;996;92;451;72;9;40;355
107;317;101;996;91;986;72;9;40;355
107;317;101;996;92;451;72;474;39;911
107;317;101;996;92;451;72;474;40;355
107;317;101;996;92;451;72;474;40;355
107;317;101;996;92;451;72;474;40;798
107;317;101;996;92;451;72;474;40;798
107;317;101;996;92;451;72;9;40;355
107;317;101;996;92;451;72;474;40;355
107;317;101;996;92;451;72;9;40;355
106;852;101;996;92;451;72;474;39;911
107;317;101;996;92;451;72;474;39;911
107;317;101;996;92;451;72;474;39;911
106;852;101;996;92;915;72;474;40;355
107;317;101;996;92;915;72;938;40;355
107;317;101;996;92;915;73;403;39;911
107;317;101;996;92;915;72;938;40;355
107;317;101;996;92;915;72;938;40;355
107;317;101;996;92;915;72;938;40;798
107;317;101;996;92;915;72;938;40;355
107;317;101;996;92;915;72;938;40;355
107;317;101;996;92;915;73;403;40;355
107;317;101;996;93;38;73;403;40;355
107;317;101;996;93;38;73;403;39;911
107;317;101;996;93;38;73;403;39;911
107;317;101;996;93;38;73;868;40;355
107;317;101;996;93;38;73;868;40;355
107;317;101;996;93;38;73;868;40;355
107;317;101;996;93;38;73;868;40;355
107;317;101;996;93;38;73;868;40;355
106;852;101;996;93;38;74;332;40;355
106;852;101;996;93;844;73;868;40;355
106;852;101;996;93;844;73;868;40;798
106;852;101;996;93;844;74;332;40;355
106;852;101;996;93;844;73;868;40;355
106;852;101;996;93;844;74;332;40;355
106;852;101;996;93;844;73;868;39;911
106;852;101;552;93;844;74;332;40;355
106;852;101;996;93;844;74;332;40;798
106;852;101;996;93;844;74;332;40;355
106;852;101;996;94;309;75;261;40;355
106;852;101;996;94;309;75;261;40;355
